generated_query,true_query,exact_match,query_similarity_measure,string_similarity_measure,has_join,has_multiple_tables,exec_gen_query
" 
SELECT colors FROM table_261927_1 WHERE nickname = 'engineers';
","select colors from table_261927_1 where nickname = ""engineers""",True,1.0,1.0,False,False,True
" 
SELECT pop_density_people_km_2
FROM table_1606824_1
WHERE population__percentage_of_eu = '1.7%';
","select count(pop_density_people_km_2) from table_1606824_1 where population__percentage_of_eu = ""1.7%""",False,0.0,0.875,False,False,True
" 

SELECT date_of_return FROM table_19114172_11 WHERE new_channel_s_ = 'bbc two';
","select date_of_return from table_19114172_11 where new_channel_s_ = ""bbc two""",True,1.0,1.0,False,False,True
" 

SELECT original_air_date FROM table_13336122_3 WHERE directed_by = 'David Duchovny';
","select original_air_date from table_13336122_3 where directed_by = ""david duchovny""",True,1.0,1.0,False,False,True
" 

SELECT player_name FROM table_20871703_1 WHERE college = 'South Carolina';
","select player_name from table_20871703_1 where college = ""south carolina""",True,1.0,1.0,False,False,True
" 

SELECT arrangement FROM table_28005100_1 WHERE title = 'bets3ab 3alia nafsy';
","select arrangement from table_28005100_1 where title = ""bets3ab 3alia nafsy""",True,1.0,1.0,False,False,True
" 

SELECT cust_name FROM customer JOIN loan ON customer.cust_id = loan.cust_id WHERE amount > 3000;
",select t1.cust_name from customer as t1 join loan as t2 on t1.cust_id = t2.cust_id where amount > 3000,False,1.0,0.6470588235294118,True,True,True
" 
SELECT last_performance FROM table_19189856_1 WHERE performer = 'leon varkas' AND category = 'articles with hcards' ORDER BY last_performance DESC LIMIT 1;
","select last_performance from table_19189856_1 where performer = ""leon varkas category:articles with hcards""",False,0.0,0.8333333333333334,False,False,False
" 
SELECT MIN(subscribers__2005___thousands_) FROM table_29395291_2 WHERE provider = 'Vodafone';
","select min(subscribers__2005___thousands_) from table_29395291_2 where provider = ""vodafone""",True,1.0,1.0,False,False,True
" 
SELECT ds_division FROM table_12485020_1 WHERE main_town = 'Kaluvanchikudy';
","select ds_division from table_12485020_1 where main_town = ""kaluvanchikudy""",True,1.0,1.0,False,False,True
" 
SELECT congress FROM table_14158567_1 WHERE member_elect = 'richard p. giles';
","select congress from table_14158567_1 where member_elect = ""richard p. giles""",True,1.0,1.0,False,False,True
" 

SELECT SUM(material_collected) FROM table_19534677_1 WHERE isbn = '978-1401221935';
","select count(material_collected) from table_19534677_1 where isbn = ""978-1401221935""",False,0.0,0.875,False,False,True
" 
SELECT country
FROM table_184803_4
WHERE commentator = 'Gordana Bonetti';
","select country from table_184803_4 where commentator = ""gordana bonetti""",True,1.0,1.0,False,False,True
" 
SELECT location FROM table_16734640_1 WHERE institution = 'chattahoochee technical college';
","select location from table_16734640_1 where institution = ""chattahoochee technical college""",True,1.0,1.0,False,False,True
" 

SELECT governor, COUNT(*) AS num_governors
FROM party
GROUP BY governor
ORDER BY num_governors DESC
LIMIT 1;
",select governor from party group by governor order by count(*) desc limit 1,False,0.0,1.0,False,False,True
" 

SELECT kōhaku__number FROM table_1315616_1 WHERE red_team_host = 'Peggy Hayama';
","select kōhaku__number from table_1315616_1 where red_team_host = ""peggy hayama""",True,1.0,1.0,False,False,True
" 

SELECT COUNT(college_junior_club_team) 
FROM table_1473672_4 
WHERE college_junior_club_team = 'Philadelphia Flyers';
","select count(college_junior_club_team) from table_1473672_4 where nhl_team = ""philadelphia flyers""",False,0.0,0.8888888888888888,False,False,True
" 

SELECT email FROM user_profiles WHERE name = 'Mary';
",select email from user_profiles where name = 'mary',True,1.0,1.0,False,False,True
" 

SELECT womens_doubles
FROM table_12027364_1
WHERE womens_singles = 'wu jianqui';
","select womens_doubles from table_12027364_1 where womens_singles = ""wu jianqui""",True,1.0,1.0,False,False,True
" 
SELECT no_of_s_barangay
FROM table_269888_1
WHERE pop_density__per_km²_ = 205.4;
","select no_of_s_barangay from table_269888_1 where pop_density__per_km²_ = ""205.4""",False,1.0,0.875,False,False,True
" 

SELECT professional_id, cell_number
FROM professionals
WHERE professional_id IN (
  SELECT professional_id
  FROM treatments
  GROUP BY professional_id
  HAVING COUNT(DISTINCT treatment_id) >= 2
);
","select t1.professional_id, t1.cell_number from professionals as t1 join treatments as t2 on t1.professional_id = t2.professional_id group by t1.professional_id having count(*) >= 2",False,0.0,0.45,True,True,False
" 
SELECT dates FROM table_15315276_1 WHERE champion = 'Jenny Gleason' AND region = 'Northeast Delta Dental International';
","select dates from table_15315276_1 where champion = ""jenny gleason""",False,0.0,1.0,False,False,False
" 
SELECT for___percentage_
FROM table_20683381_3
WHERE ±_yes_side_2008___percentage_ = '+20.3';
","select for___percentage_ from table_20683381_3 where ±_yes_side_2008___percentage_ = ""+20.3""",True,1.0,1.0,False,False,True
" 
SELECT title FROM table_25604014_8 WHERE written_by = 'William M. Finkelstein';
","select title from table_25604014_8 where written_by = ""william m. finkelstein""",True,1.0,1.0,False,False,True
" 

SELECT name, COUNT(student_id) AS num_friends
FROM highschooler
LEFT JOIN friend ON highschooler.id = friend.student_id
GROUP BY name;
","select t2.name, count(*) from friend as t1 join highschooler as t2 on t1.student_id = t2.id group by t1.student_id",False,0.0,0.625,True,True,False
" 
SELECT country_region
FROM table_20780285_1
WHERE title = 'Marele Câștigător The Big Winner';
","select country_region from table_20780285_1 where title = ""marele câștigător the big winner""",True,1.0,1.0,False,False,True
" 
SELECT id, total_vehicles FROM table_19255192_2 ORDER BY total_vehicles ASC LIMIT 4;
",select id from table_19255192_2 order by id limit 4,False,0.0,0.875,False,False,True
" 

SELECT name FROM tracks WHERE genre_id = 'Balls to the Wall';
","select t2.name from albums as t1 join tracks as t2 on t1.id = t2.genre_id where t1.title = ""balls to the wall""",False,0.0,0.47368421052631576,True,True,True
" 
SELECT race_name FROM table_2454550_1 WHERE fastest_lap = 'Buddy Rice';
","select race_name from table_2454550_1 where fastest_lap = ""buddy rice""",True,1.0,1.0,False,False,True
" 

SELECT candidates FROM table_1341718_14 WHERE incumbent = 'ed derwinski';
","select candidates from table_1341718_14 where incumbent = ""ed derwinski""",True,1.0,1.0,False,False,True
" 
SELECT title FROM table_13301516_1 WHERE us_viewers__millions_ = 11.75;
","select title from table_13301516_1 where us_viewers__millions_ = ""11.75""",False,1.0,0.875,False,False,True
" 

SELECT years_for_rockets FROM table_11734041_3 WHERE no_s_ = '13';
","select years_for_rockets from table_11734041_3 where no_s_ = ""13""",True,1.0,1.0,False,False,True
" 

SELECT directed_by FROM table_2226817_7 WHERE original_air_date = '1992-01-19';
","select directed_by from table_2226817_7 where original_air_date = ""january 19, 1992""",False,0.0,0.7,False,False,True
" 
SELECT round_of_32 FROM table_10722506_6 WHERE conference = 'usa';
","select round_of_32 from table_10722506_6 where conference = ""conference usa""",False,0.0,0.7777777777777778,False,False,True
" 
SELECT builder FROM table_1157867_2 WHERE wheel_arrangement = '2-4-2 T'; ","select builder from table_1157867_2 where wheel_arrangement = ""2-4-2 t""",True,1.0,1.0,False,False,True
" 
SELECT d.dept_name, d.dept_address, COUNT(s.dept_code) AS num_students
FROM department d
JOIN student s ON d.dept_code = s.dept_code
GROUP BY d.dept_name, d.dept_address
ORDER BY num_students DESC
LIMIT 3;
","select t2.dept_name, t2.dept_address, count(*) from student as t1 join department as t2 on t1.dept_code = t2.dept_code group by t1.dept_code order by count(*) desc limit 3",False,1.0,0.6666666666666666,True,True,True
" 

SELECT children_together FROM table_24143253_1 WHERE length_of_marriage = 9;
","select children_together from table_24143253_1 where length_of_marriage = ""9 years""",False,1.0,0.7777777777777778,False,False,True
" 

SELECT rural FROM table_16645_1 WHERE year__january_ = '1979';
","select min(rural), __percentage from table_16645_1 where year__january_ = 1979",False,0.0,0.6666666666666666,False,False,True
" 

SELECT mens_doubles FROM table_28211988_1 WHERE mens_singles = 'Ma Wenge';
","select mens_doubles from table_28211988_1 where mens_singles = ""ma wenge""",True,1.0,1.0,False,False,True
" 

SELECT branding FROM table_27588823_2 WHERE location ='san jose del monte';
","select branding from table_27588823_2 where location = ""san jose del monte""",False,1.0,0.8181818181818182,False,False,True
" 
SELECT rate_change___percentage_
FROM table_25316812_1
WHERE rate_limit__p_ = 82.86;
","select rate_change___percentage_ from table_25316812_1 where rate_limit__p_ = ""82.86""",False,1.0,0.875,False,False,True
" 
SELECT original_air_date
FROM table_26808178_3
WHERE us_viewers__millions_ = 0.871;
","select original_air_date from table_26808178_3 where us_viewers__millions_ = ""0.871""",False,1.0,0.875,False,False,True
" 
SELECT air_dates FROM table_27487310_5 WHERE network = 'ABS-CBN';
","select air_dates from table_27487310_5 where network = ""abs-cbn""",True,1.0,1.0,False,False,True
" 

SELECT COUNT(DISTINCT name) FROM projects;
",select count(distinct name) from projects,True,1.0,1.0,False,False,True
" 
SELECT COUNT(DISTINCT student_id)
FROM student_course_enrolment;
",select count(distinct student_id) from student_course_enrolment,True,1.0,1.0,False,False,True
" 

SELECT t.name, c.course
FROM course_arrange ca
JOIN teacher t ON ca.teacher_id = t.teacher_id
JOIN course c ON ca.course_id = c.course_id;
","select t3.name, t2.course from course_arrange as t1 join course as t2 on t1.course_id = t2.course_id join teacher as t3 on t1.teacher_id = t3.teacher_id",False,1.0,0.4444444444444444,True,True,True
" 

SELECT at_neutral_site 
FROM table_16201038_4 
WHERE overall_record = 'ui, 27-16';
","select at_neutral_site from table_16201038_4 where overall_record = ""ui, 27-16""",True,1.0,1.0,False,False,True
" 
SELECT g__μs_km_ FROM table_261642_3 WHERE frequency__hz_ = 100000;
","select g__μs_km_ from table_261642_3 where frequency__hz_ = ""100k""",False,0.0,0.875,False,False,True
" 

SELECT pct_route_available FROM table_2279413_1 WHERE country = 'Tangier Zone';
","select pct_route_available from table_2279413_1 where country = ""tangier zone""",True,1.0,1.0,False,False,True
" 
SELECT COUNT(*)
FROM table_1036189_1
WHERE bullet_tip_color IN (SELECT bullet_tip_color
                           FROM table_1036189_1
                           WHERE other_features LIKE '%blue band%')
","select count(bullet_tip_color) from table_1036189_1 where other_features = ""blue band on case base""",False,1.0,0.4166666666666667,False,False,True
" 
SELECT directed_by FROM table_24910733_1 WHERE us_viewers__millions_ = 11.21;
","select directed_by from table_24910733_1 where us_viewers__millions_ = ""11.21""",False,1.0,0.875,False,False,True
" 
SELECT COUNT(DISTINCT incoming_manager)
FROM table_28164986_4
WHERE manner_of_departure = 'Resignation';
","select count(incoming_manager) from table_28164986_4 where manner_of_departure = ""resigned""",False,0.0,0.75,False,False,True
" 

SELECT ramtha FROM table_26173063_2 WHERE jeel = '1-0' AND hussein = '1-0';
","select ramtha from table_26173063_2 where jeel = ""1-0"" and hussein = ""1-0""",True,1.0,1.0,False,False,True
" 
SELECT team
FROM table_22879323_6
WHERE high_points = (SELECT MAX(high_points) FROM table_22879323_6 WHERE team = 'Houston');
","select high_points from table_22879323_6 where team = ""houston""",False,0.0,0.875,False,False,True
" 

SELECT COUNT(*) FROM products;
",select count(*) from products,True,1.0,1.0,False,False,True
" 

SELECT * FROM table_25355501_2 WHERE june_10_11 = '1991-01-15';
","select june_10_11 from table_25355501_2 where january_15_16 = ""january 15, 1991""",False,0.0,0.6,False,False,True
" 
SELECT enlisted FROM table_23508196_5 WHERE type_of_unit = 'troop carrier group';
","select enlisted from table_23508196_5 where type_of_unit = ""troop carrier group""",True,1.0,1.0,False,False,True
" 
SELECT team FROM table_18522916_5 WHERE date_of_vacancy = '30-08-2008' AND date_of_appointment = '05-09-2008';
","select team from table_18522916_5 where date_of_appointment = ""5 september 2008"" and date_of_vacancy = ""30 august 2008""",False,0.0,0.6428571428571429,False,False,True
" 

SELECT gdp__ppp__per_capita___intl_$___2011 FROM table_26313243_1 WHERE country = 'Haiti';
","select gdp__ppp__per_capita___intl_$___2011 from table_26313243_1 where country = ""haiti""",True,1.0,1.0,False,False,True
" 

SELECT DISTINCT headquarters
FROM company
WHERE main_industry IN ('Banking', 'Oil and Gas')
GROUP BY headquarters
HAVING COUNT(DISTINCT main_industry) = 2;
",select headquarters from company where main_industry = 'banking' intersect select headquarters from company where main_industry = 'oil and gas',False,1.0,0.75,False,False,True
" 
SELECT rooms.roomname, COUNT(reservations.room) AS num_reservations
FROM rooms
LEFT JOIN reservations ON rooms.roomname = reservations.room
GROUP BY rooms.roomname
ORDER BY num_reservations DESC
LIMIT 1;
",select t2.roomname from reservations as t1 join rooms as t2 on t1.room = t2.roomid group by t1.room order by count(*) desc limit 1,False,0.0,0.7,True,True,True
" 

SELECT power_provided FROM table_174151_5 WHERE transfer_speed__mb_s_ = 1250;
","select power_provided from table_174151_5 where transfer_speed__mb_s_ = ""1250""",False,1.0,0.875,False,False,True
" 
SELECT original_air_date
FROM table_21979779_1
WHERE us_viewers__million_ = 1.76
LIMIT 1;
","select original_air_date from table_21979779_1 where us_viewers__million_ = ""1.76""",False,0.005,0.875,False,False,True
" 

SELECT table_25286976_2.june_10_11
FROM table_25286976_2
WHERE table_25286976_2.march_27_29 = '129';
","select june_10_11 from table_25286976_2 where march_27_29 = ""129""",False,1.0,0.75,False,False,True
" 
SELECT team_s_
FROM table_2387790_2
WHERE avg_finish = '8.3';
","select team_s_ from table_2387790_2 where avg_finish = ""8.3""",True,1.0,1.0,False,False,True
" 

SELECT parliament FROM table_1889233_2 WHERE general_election_contested = '1997';
",select parliament from table_1889233_2 where general_election_contested = 1997,False,1.0,0.875,False,False,True
" 

SELECT dar FROM table_15887683_8 WHERE language = 'chinese';
","select dar from table_15887683_8 where language = ""cinese""",False,0.0,0.875,False,False,True
" 

SELECT artist_name
FROM artist
JOIN song ON artist.artist_name = song.artist_name
WHERE artist.country = 'UK'
AND song.languages = 'English';
","select artist_name from artist where country = ""uk"" intersect select artist_name from song where languages = ""english""",False,0.0,0.75,False,True,False
" 

SELECT mens_doubles FROM table_12163387_1 WHERE mens_doubles = (SELECT mens_doubles FROM table_12163387_1 WHERE womens_singles = 'Alison Humby');
","select mens_doubles from table_12163387_1 where womens_singles = ""alison humby""",False,0.0,0.8888888888888888,False,False,False
" 
SELECT report FROM table_1140099_6 WHERE race_name = 'i sunday mirror trophy'; ","select report from table_1140099_6 where race_name = ""i sunday mirror trophy""",True,1.0,1.0,False,False,True
" 
SELECT order_id FROM shipments WHERE shipment_date > 1000000000;
","select order_id from shipments where shipment_date > ""2000-01-01""",False,0.0,0.875,False,False,True
" 
SELECT COUNT(*) FROM table_14688744_2 WHERE station_code = 'awy';
","select count(station) from table_14688744_2 where station_code = ""awy""",False,1.0,0.875,False,False,True
" 
SELECT category FROM table_27155990_1 WHERE project_name = 'Mighty No. 9';
","select category from table_27155990_1 where project_name = ""mighty no. 9""",True,1.0,1.0,False,False,True
" 
SELECT ht FROM table_13869651_3 WHERE model_number = 'Athlon x2 5200b';
","select ht from table_13869651_3 where model_number = ""athlon x2 5200b""",True,1.0,1.0,False,False,True
" 

SELECT country_id, COUNT(*) AS num_cities
FROM locations
GROUP BY country_id
ORDER BY country_id;
","select country_id, count(*) from locations group by country_id",False,1.0,1.0,False,False,True
" 

SELECT attribute_data_type
FROM attribute_definitions
GROUP BY attribute_data_type
HAVING COUNT(*) > 3;
",select attribute_data_type from attribute_definitions group by attribute_data_type having count(*) > 3,True,1.0,1.0,False,False,True
" 
SELECT COUNT(*) FROM table_26160007_1 WHERE country = 'United Arab Emirates';
","select imports from table_26160007_1 where country = ""united arab emirates""",False,0.0,0.9,False,False,True
" 

SELECT COUNT(*) FROM table_127511_1 WHERE sanger_3730xl = '$2400';
","select count(ion_torrent_pgm) from table_127511_1 where sanger_3730xl = ""$2400 usd""",False,0.0,0.6666666666666666,False,False,True
" 

SELECT brisbane FROM table_24291077_8 WHERE adelaide = '94000';
",select min(brisbane) from table_24291077_8 where adelaide = 94000,False,0.0,0.75,False,False,True
" 
SELECT type, COUNT(*) AS num_artworks
FROM artwork
GROUP BY type
ORDER BY num_artworks DESC;
","select type, count(*) from artwork group by type",False,1.0,1.0,False,False,True
" 

SELECT united_fc
FROM table_28759261_5
WHERE pifa_colaba_fc_u_17 ='sporting options';
","select united_fc from table_28759261_5 where pifa_colaba_fc_u_17 = ""sporting options""",False,1.0,0.7777777777777778,False,False,True
" 
SELECT income_poverty_f FROM table_13618358_1 WHERE exports__usd_mn__2011 = 2470;
",select income_poverty_f from table_13618358_1 where exports__usd_mn__2011 = 2470,True,1.0,1.0,False,False,True
" 
SELECT director FROM table_25800134_1 WHERE airdate = '1956-12-15';
","select director from table_25800134_1 where airdate = ""december 15, 1956""",False,0.0,0.7,False,False,True
" 

SELECT COUNT(*) FROM table_1341522_36 WHERE incumbent = 'Alex McMillan';
","select count(status) from table_1341522_36 where incumbent = ""alex mcmillan""",False,1.0,0.8888888888888888,False,False,True
" 

SELECT document_id
FROM documents_with_expenses
JOIN ref_budget_codes ON documents_with_expenses.budget_type_code = ref_budget_codes.budget_type_code
WHERE ref_budget_codes.budget_type_description = 'Government';
","select t1.document_id from documents_with_expenses as t1 join ref_budget_codes as t2 on t1.budget_type_code = t2.budget_type_code where t2.budget_type_description = ""government""",False,1.0,0.5625,True,True,True
" 
SELECT party FROM table_1341865_11 WHERE incumbent = 'Don Fuqua';
","select party from table_1341865_11 where incumbent = ""don fuqua""",True,1.0,1.0,False,False,True
" 

SELECT maximum_ceiling_temperature 
FROM table_1538516_1 
WHERE temperature_classification ='very extra high' 
ORDER BY maximum_ceiling_temperature DESC 
LIMIT 1;
","select maximum_ceiling_temperature from table_1538516_1 where temperature_classification = ""very extra high""",False,0.005,0.8,False,False,True
" 
SELECT COUNT(DISTINCT revised_hepburn)
FROM table_26263954_1
WHERE english REGEXP '^[[:alpha:]]+$';
","select revised_hepburn from table_26263954_1 where english = ""roman characters""",False,0.0,0.5555555555555556,False,False,True
" 
SELECT fai_space_flights
FROM table_221315_3
WHERE max_mach = '5.65'
ORDER BY fai_space_flights DESC
LIMIT 1;
","select max(fai_space_flights) from table_221315_3 where max_mach = ""5.65""",False,1.0,0.875,False,False,True
" 
SELECT party
FROM table_27050336_7
WHERE delegate = 'tawanna p. tawanna gaines';
","select party from table_27050336_7 where delegate = ""gaines, tawanna p. tawanna gaines""",False,0.0,0.9090909090909091,False,False,True
" 
SELECT date_of_vacancy
FROM table_11207040_6
WHERE replaced_by = 'john brown';
","select date_of_vacancy from table_11207040_6 where replaced_by = ""john brown""",True,1.0,1.0,False,False,True
" 

SELECT award_name FROM table_15584199_2 WHERE team_number = '679';
",select award_name from table_15584199_2 where team_number = 679,False,1.0,0.875,False,False,True
" 

SELECT COUNT(*) FROM table_16201038_3 WHERE last_5_meetings = 'texas tech';
","select count(last_5_meetings) from table_16201038_3 where missouri_vs = ""texas tech""",False,0.0,0.7777777777777778,False,False,True
" 

SELECT products.product_id, products.color_code, products.color_description, characteristics.characteristic_id, characteristics.characteristic_name
FROM products
JOIN ref_colors ON products.color_code = ref_colors.color_code
JOIN product_characteristics ON products.product_id = product_characteristics.product_id
JOIN characteristics ON product_characteristics.characteristic_id = characteristics.characteristic_id","select product_name from products as t1 join product_characteristics as t2 on t1.product_id = t2.product_id join characteristics as t3 on t2.characteristic_id = t3.characteristic_id join ref_colors as t4 on t1.color_code = t4.color_code where t4.color_description = ""red"" and t3.characteristic_name = ""fast""",False,0.0,0.3333333333333333,True,True,False
" 

SELECT mens_45 FROM table_16724844_1 WHERE mens_40 = 'Sunwest Razorbacks def Sydney Mets';
","select mens_45 from table_16724844_1 where mens_40 = ""sunwest razorbacks def sydney mets""",True,1.0,1.0,False,False,True
" 
SELECT author FROM table_1620397_2 WHERE series_sorted = '6y/ae';
","select author from table_1620397_2 where series_sorted = ""6y/ae""",True,1.0,1.0,False,False,True
" 
SELECT party FROM table_2668264_8 WHERE incumbent = 'robert p. letcher';
","select party from table_2668264_8 where incumbent = ""robert p. letcher""",True,1.0,1.0,False,False,True
" 
SELECT wiaa_classification FROM table_1414702_3 WHERE high_school = 'Oakland Alternative High School';
","select wiaa_classification from table_1414702_3 where high_school = ""oakland alternative""",False,0.0,0.8888888888888888,False,False,True
" 
SELECT COUNT(*) FROM table_11677100_15 WHERE hometown LIKE '%High Point, NC%';
","select count(mlb_draft) from table_11677100_15 where hometown = ""high point, nc""",False,1.0,0.6,False,False,True
" 
SELECT directed_by FROM table_25341765_1 WHERE us_viewers__million_ = 5.92;
","select directed_by from table_25341765_1 where us_viewers__million_ = ""5.92""",False,1.0,0.875,False,False,True
" 
SELECT original_artist
FROM table_21501565_1
WHERE theme = 'N/A';
","select original_artist from table_21501565_1 where theme = ""n/a""",True,1.0,1.0,False,False,True
" 
SELECT COUNT(DISTINCT candidates)
FROM table_1342198_13
WHERE incumbent = 'barratt o'hara';
","select count(candidates) from table_1342198_13 where incumbent = ""barratt o'hara""",False,0.0,0.8888888888888888,False,False,False
" 

SELECT COUNT(original_airdate)
FROM table_27547668_4
WHERE written_by = 'Allan Hawco';
","select count(original_airdate) from table_27547668_4 where written_by = ""allan hawco""",True,1.0,1.0,False,False,True
" 
SELECT january_15_16 FROM table_25284864_3 WHERE november_3 = '2013-11-03';
","select january_15_16 from table_25284864_3 where november_3 = ""november_3, 2013""",False,0.0,0.7777777777777778,False,False,True
" 

SELECT sellout___percentage_ FROM table_16331025_2 WHERE gross_sales = 1727400;
","select sellout___percentage_ from table_16331025_2 where gross_sales = ""$1,727,400""",False,0.0,0.875,False,False,True
" 

SELECT nupowr_183 FROM table_3002894_4 WHERE nupowr_117 IN ('0', '4', '8');
","select nupowr_183 from table_3002894_4 where nupowr_117 = ""0,4, or 8 mb""",False,0.0,0.5454545454545454,False,False,True
" 

SELECT pictorials FROM table_1566852_8 WHERE cover_model = 'Lindsey Roeper';
","select pictorials from table_1566852_8 where cover_model = ""lindsey roeper""",True,1.0,1.0,False,False,True
" 

SELECT vocals.bandmate, vocals.songid, songs.title
FROM vocals
JOIN band ON vocals.bandmate = band.id
JOIN songs ON vocals.songid = songs.songid
WHERE band.firstname = 'Solveig'
AND songs.title = 'A Bar in Amsterdam';
","select type from vocals as t1 join songs as t2 on t1.songid = t2.songid join band as t3 on t1.bandmate = t3.id where t3.firstname = ""solveig"" and t2.title = ""a bar in amsterdam""",False,0.0,0.5769230769230769,True,True,True
" 
SELECT branding FROM table_2523809_1 WHERE callsign = 'krca-tv';
","select branding from table_2523809_1 where callsign = ""krca-tv""",True,1.0,1.0,False,False,True
" 
SELECT fname FROM student WHERE fname NOT IN (SELECT fname FROM enrolled_in);
",select fname from student where not stuid in (select stuid from enrolled_in),False,0.9994051160023796,0.9,False,True,True
" 
SELECT record FROM table_17325580_10 WHERE team = 'Boston';
","select record from table_17325580_10 where team = ""boston""",True,1.0,1.0,False,False,True
" 

SELECT head_coach FROM table_14015965_1 WHERE previous_season = '2';
","select head_coach from table_14015965_1 where previous_season = ""2""",True,1.0,1.0,False,False,True
" 

SELECT DISTINCT v.vocaltype
FROM vocals v
JOIN songs s ON v.songid = s.songid
WHERE s.songid = 'Badlands';
","select type from vocals as t1 join songs as t2 on t1.songid = t2.songid where title = ""badlands""",False,0.0,0.5625,True,True,False
" 

SELECT launch_site
FROM table_11869952_3
WHERE mission = 'Test Mission: War Heads and Missile Payload'
AND results = 'Partial Failure';
","select launch_site from table_11869952_3 where mission = ""test mission: war heads and missile payload"" and results = ""partial failure""",True,1.0,1.0,False,False,True
" 
SELECT period FROM table_24565004_17 WHERE name ='michel prost';
","select period from table_24565004_17 where name = ""michel prost""",False,1.0,0.7777777777777778,False,False,True
" 

SELECT tv_network_s_ FROM table_29799700_2 WHERE series_finale = 'May 7, 2012';
","select tv_network_s_ from table_29799700_2 where series_finale = ""may 7, 2012""",True,1.0,1.0,False,False,True
" 

SELECT villains FROM table_10470082_7 WHERE storyteller = 'Megan' AND director = 'Lorette LeBlanc';
","select villains from table_10470082_7 where storyteller = ""megan"" and director = ""lorette leblanc""",True,1.0,1.0,False,False,True
" 

SELECT table_18461045_1.kentucky
FROM table_18461045_1
WHERE table_18461045_1.kentucky = 'Brownsburg LL Brownsburg'
AND table_18461045_1.indiana = 'Merrill LL Merrill';
","select kentucky from table_18461045_1 where indiana = ""brownsburg ll brownsburg"" and wisconsin = ""merrill ll merrill""",False,0.0,0.7857142857142857,False,False,True
" 

SELECT gas_storage FROM table_21690339_1 WHERE alternative_fuel = 'yes';
","select gas_storage from table_21690339_1 where alternative_fuel = ""yes""",True,1.0,1.0,False,False,True
" 
SELECT horse
FROM table_19624708_1
WHERE owner = 'r. a. Scott';
","select horse from table_19624708_1 where owner = ""r. a. scott""",True,1.0,1.0,False,False,True
" 
SELECT major, COUNT(*) AS num_students
FROM student
GROUP BY major
ORDER BY num_students DESC;
","select major, count(*) from student group by major",False,1.0,1.0,False,False,True
" 

SELECT location, COUNT(*) AS count
FROM gas_station
GROUP BY location
ORDER BY count DESC;
","select location, count(*) from gas_station group by location order by count(*)",False,1.0,1.0,False,False,True
" 
SELECT transmission FROM table_11167610_1 WHERE turbo = 'yes' AND transmission ='mitsubishi td04-16t';
","select transmission from table_11167610_1 where turbo = ""yes (mitsubishi td04-16t )""",False,0.0,0.6363636363636364,False,False,True
" 
SELECT incumbent FROM table_1341884_45 WHERE party = 'ray roberts';
","select party from table_1341884_45 where incumbent = ""ray roberts""",False,0.0,1.0,False,False,True
" 
SELECT forename, surname FROM drivers WHERE nationality = 'German';
","select forename, surname from drivers where nationality = ""german""",True,1.0,1.0,False,False,True
" 
SELECT ws_points, gp, jgp
FROM table_24990183_7
WHERE ws_points = 947
ORDER BY gp DESC, jgp DESC
LIMIT 1 OFFSET 1;
",select 08 as _09_gp_jgp_2nd from table_24990183_7 where ws_points = 947,False,0.0,0.7,False,False,False
" 
SELECT troops_per_one_million_population FROM table_30108346_1 WHERE troops_per_one_million_population = 2.76;
","select count(troops_per_one_million_population) from table_30108346_1 where troops_per_$1_billion___usd___gdp = ""2.76""",False,0.0,0.625,False,False,True
" 

SELECT publisher FROM table_16907214_1 WHERE hardcover = '1-937007-44-8';
","select publisher from table_16907214_1 where hardcover = ""isbn 1-937007-44-8""",False,0.0,0.7777777777777778,False,False,True
" 

SELECT african_spoonbill FROM table_20042805_2 WHERE ostrich = 'Brown-hooded Kingfisher';
","select african_spoonbill from table_20042805_2 where ostrich = ""brown-hooded kingfisher""",True,1.0,1.0,False,False,True
" 

SELECT race_name FROM table_1140116_5 WHERE circuit = 'Modena';
","select race_name from table_1140116_5 where circuit = ""modena""",True,1.0,1.0,False,False,True
" 
SELECT location
FROM table_18904831_7
WHERE record = '19-6';
","select location from table_18904831_7 where record = ""19-6""",True,1.0,1.0,False,False,True
" 

SELECT organisations.organisation_type, organisations.organisation_id
FROM research_staff
JOIN organisations ON research_staff.employer_organisation_id = organisations.organisation_id
GROUP BY organisations.organisation_type, organisations.organisation_id
ORDER BY COUNT(research_staff.employer_organisation_id) DESC
LIMIT 1;
","select t1.organisation_type, t1.organisation_id from organisations as t1 join research_staff as t2 on t1.organisation_id = t2.employer_organisation_id group by t1.organisation_id order by count(*) desc limit 1",False,1.0,0.65,True,True,True
" 

SELECT mens_doubles FROM table_12275654_1 WHERE mens_singles = 'Chou Tien-Chen';
","select mens_doubles from table_12275654_1 where mens_singles = ""chou tien-chen""",True,1.0,1.0,False,False,True
" 

SELECT SUM(semi) AS total_semi_final_losses FROM table_17751942_4 WHERE team = 'Kitchener Rangers';
","select max(semi) - final_losses from table_17751942_4 where team = ""kitchener rangers""",False,0.0,0.7272727272727273,False,False,True
" 

SELECT paper_type FROM table_25468520_1 WHERE date_of_issue = 'July 8';
","select paper_type from table_25468520_1 where date_of_issue = ""july 8""",True,1.0,1.0,False,False,True
" 
SELECT original_air_date
FROM table_28334498_3
WHERE us_viewers__millions_ = 1.01;
","select original_air_date from table_28334498_3 where us_viewers__millions_ = ""1.01""",False,1.0,0.875,False,False,True
